"NULL_PREDICTORxdataset","NULL_PREDICTORxk_fold","NULL_PREDICTORxresponse_mean","NULL_PREDICTORxresponse_sd","num_training_samples","superset_num_coefficients","NULL_PREDICTORxsuperset_predictor_matrix","NULL_PREDICTORxadded_predictor","added_predictor_coefficient","added_predictor_pvalue","superset_anova_pvalue","NULL_PREDICTORxsuperset_mse","NULL_PREDICTORxsuperset_test_sd","NULL_PREDICTORxmse_diff","NULL_PREDICTORxmse_ratio","RESPONSE_VARIABLExstd_mse_diff","NULL_PREDICTORxstd_mse_ratio","superset_r_sq","superset_r_sq_adj","r_sq_diff","r_sq_ratio","r_sq_adj_diff","r_sq_adj_ratio","aic_diff","aic_ratio","aic_corrected_diff","aic_corrected_ratio","bic_diff","bic_ratio","superset_normality_pvalue","normality_pvalue_diff","normality_pvalue_ratio","added_predictor_vif","mean_vif","max_vif","null_ptransform_pvalue","response_est_ptransform","NULL_PREDICTORxadded_predictor_est_ptransform"
"194",2,1,1.46384205856256,0.236207819202635,196,5,"TFTTFT","spontaneous",-0.0575392651567108,0.286254182793167,0.0621267053349968,0.0354978433863647,0.19322161776773,0.000415234702547486,1.01169746280156,0.00214900748345165,0.0462479402776439,0.0262740751525683,-0.00571025064641885,0.876529622462362,-0.000727984120855396,0.972292683315088,-0.830018770986385,1.00146657717212,-0.979701879280583,1.00173286018887,-4.10813343021698,1.00747523418598,0.0631506631142646,-0.00444224644618828,0.929656376875244,1.37923315180528,1.19234487688221,1.37923315180528,0,0.425405620627437,-1.86436476145844
"195",2,1,1.46384205856256,0.236207819202635,196,5,"TFTFTT","stratum",-0.0848488192748691,0.443249974492399,0.0321628284575741,0.0355534977041421,0.19322161776773,0.00035958038477004,1.01011378367783,0.00186097388544945,0.0434938710511187,0.0234623290836028,-0.00295618141989362,0.932032230094691,0.00208376194811011,1.08881309015337,-1.39517582211579,1.0024676288884,-1.54485893040999,1.0027352231357,-4.67329048134638,1.00851235807241,0.0363117025050588,0.0223967141630175,1.61679052806453,3.81344127632226,2.48646951393421,3.81344127632226,0,0.466296731162209,0.478888902677712
"196",2,1,1.46384205856256,0.236207819202635,196,5,"TTTFFT","parity",0.144334998348262,0.0506563737554081,0.20759870019525,0.034312386684711,0.19322161776773,0.00181038642313594,1.05276189149333,0.00936948175908653,0.0578479172212052,0.038116983550445,-0.0190810152509067,0.670152078631584,-0.0143693487368606,0.623019782826104,1.92984490542085,0.99660450720789,1.78016179712665,0.996864617373934,-1.34826975380975,1.00244267560852,0.184580285212952,-0.159690443729996,0.134845611784813,1.32085569774934,1.16672225754743,1.32459787485218,0,0.431457224393172,-2.5746482971549
"197",2,1,1.46384205856256,0.236207819202635,196,5,"FTTTFT","spontaneous",-0.0606909248250101,0.270799110424967,0.0663627935829503,0.0358722456892596,0.19322161776773,0.000250527418587256,1.00698387886717,0.00129658069051264,0.0448665041125956,0.0248637083872049,-0.00609960214229709,0.864049979757956,-0.00111607357362042,0.955112344617315,-0.752299209423427,1.00132991950814,-0.901982317717625,1.00159619364924,-4.03041386865402,1.00733760192482,0.0121135991728569,0.0127762423100988,2.05470241567236,1.43651524543621,1.23426677045342,1.43651524543621,0,0.522557940676139,-1.92597715273754
"198",2,1,1.46384205856256,0.236207819202635,196,5,"FTTFTT","stratum",-0.166576154600412,0.072333214339046,0.175784877725514,0.0339822931673518,0.19322161776773,0.00214047994049509,1.06298809588729,0.0110778491828391,0.0549238139818122,0.0351316425468763,-0.0161569120115138,0.705830479710239,-0.0113840077332918,0.675961415180001,1.32247302250732,0.99767066697998,1.17278991421313,0.997932163808434,-1.95564163672327,1.00354696115326,0.0313941746418054,-0.00650433315884969,0.792817195130579,2.68920459207788,1.88302886244817,2.69725152990814,0,0.489050218915275,0.555755278158718
"199",2,1,1.46384205856256,0.236207819202635,196,6,"TTTTFT","spontaneous",-0.178164819660673,0.0067437991979636,0.389439850798629,0.0322306205814254,0.19322161776773,0.00208176610328556,1.06458969966235,0.0107739813346767,0.0936424945736189,0.0697909812729245,-0.0357945773524137,0.617752842708893,-0.0316739977224795,0.54615915774826,5.59164495455218,0.990257550675384,5.41921387685784,0.990545430448764,2.3135302953217,0.995826045834311,0.211654650863105,-0.0270743656501536,0.872082349526707,2.10955524514263,1.70821732642571,2.10955524514263,0,0.361476472211328,-1.4477395788105
"200",2,1,1.46384205856256,0.236207819202635,196,6,"TTTFTT","stratum",-0.0966173932240823,0.380175981214753,0.0415734882320145,0.0335928258272721,0.19322161776773,0.000719560857438836,1.02142007526067,0.00372401838754821,0.0616690604279901,0.0369761409655688,-0.00382114320678497,0.938037920794223,0.00114084258487623,1.03085347889436,-1.20345454818346,1.00212192809502,-1.3758856258778,1.00242922153499,-4.48156920741394,1.00818577259802,0.132252641843343,0.0523276433696081,1.39566425774384,3.82537360688585,2.31549537971303,3.82537360688585,0,0.449045677863094,0.473438962162137
"201",2,1,1.46384205856256,0.236207819202635,196,4,"TFFTFT","parity",0.0972097861436403,0.148438147150044,0.11381196558461,0.035653995153275,0.19322161776773,0.00117566317424862,1.0329742338606,0.00608453229939249,0.0459127612620219,0.0310051481567409,-0.0104607969559208,0.772159271880391,-0.00554850028270115,0.821045838753883,0.1372863798872,0.999758250768627,0.00999580397092359,0.999982384627096,-3.14082827934328,1.00566144425169,0.0623474685815294,-0.0449065261631307,0.279737779499288,1.09287062373817,1.09848323637117,1.14069316584121,0,0.426994296582139,-2.65583352155865
"202",2,1,1.46384205856256,0.236207819202635,196,4,"FTFTFT","induced",-0.0638271985360731,0.179238250694105,0.0983900858312907,0.0360377735463568,0.19322161776773,0.000791884781166846,1.02197374319332,0.00409832393660403,0.0444952903313561,0.0295655292427836,-0.00904332602525509,0.796757680241898,-0.00410888136874377,0.861024596075963,-0.153691337806663,1.00027077566004,-0.28098191372294,1.00049542193692,-3.43180599703715,1.00618918717898,0.0114896638924726,0.00595127852592601,1.51796802601205,1.13548819617971,1.14161815455546,1.18181234257968,0,0.520177241754672,-2.39363872767605
"203",2,1,1.46384205856256,0.236207819202635,196,4,"FFTTFT","case",0.00281705692743222,0.941196507699694,0.00029818386477487,0.0367923896566727,0.19322161776773,3.7268670850972e-05,1.00101294510084,0.000192880441026916,0.0354793712738034,0.0204087364499566,-2.74069677024188e-05,0.999227523861939,0.00504791142408323,1.24734071295697,-1.99443071595215,1.0035252499098,-2.12172129186843,1.00375315949816,-5.27254537518263,1.00954059267616,0.0174397173831563,1.22503524233389e-06,1.00007024398477,1.18988187101752,1.17262640689046,1.25964372503488,0,0.502657505204031,-2.70832741688929
"204",2,1,1.46384205856256,0.236207819202635,196,4,"FFFTTT","stratum",-0.136017026844926,0.127407605737585,0.12657382533115,0.0358334264142635,0.19322161776773,0.000996231913260169,1.02780174861714,0.00515590297177684,0.0470857418260842,0.0321964565421167,-0.0116337775199832,0.752923558835419,-0.00673980866807689,0.790666135595995,0.378402309709372,0.999333949632923,0.251111733793095,0.999557659586867,-2.89971234952111,1.00522455432141,0.022235862852307,-0.00479492043390831,0.784360945839759,2.49013183411288,2.07449235706985,2.62916994939818,0,0.47100484018413,0.535364374593907
"205",2,1,1.46384205856256,0.236207819202635,196,5,"TTFTFT","induced",-0.174339194971908,0.00370767028870546,0.448896859363959,0.0330929071767047,0.19322161776773,0.00256108797657036,1.07739084278377,0.0132546658399736,0.0871722094741339,0.0680553971071,-0.041259448212112,0.526690347061185,-0.037050248950359,0.45558691117396,6.6647423317695,0.988400111939943,6.5150592234753,0.988648987431001,3.38662767253891,0.993932533300454,0.11533567242531,-0.052988203843781,0.540574024241326,1.85680331500321,1.59031069025605,1.85680331500321,0,0.372707418853488,-1.9762915911733
"206",2,1,1.46384205856256,0.236207819202635,196,5,"TFTTFT","case",0.00993115613250192,0.795850934237547,0.00364669945811968,0.0354978433863647,0.19322161776773,0.000156151766910348,1.0043989085537,0.000808148532831648,0.0462479402776439,0.0262740751525683,-0.000335179015622036,0.992752563387476,0.00473107300417264,1.18006620505956,-1.93113142412892,1.00341215567887,-2.08081453242312,1.00368046723183,-5.20924608335952,1.00947883876388,0.0631506631142646,-0.000803194532735231,0.987281296931405,1.20919512393299,1.19234487688221,1.37923315180528,0,0.425405620627437,-2.70832742269837
"207",2,1,1.46384205856256,0.236207819202635,196,5,"TFFTTT","stratum",-0.0919341936075812,0.404882133343964,0.0377350284870683,0.0354920554088353,0.19322161776773,0.000161939744439718,1.00456270403543,0.000838103656881611,0.0493811001937104,0.0294728509831074,-0.00346833893168851,0.929763838430431,0.00153229717363357,1.05199012387746,-1.2861941606551,1.00227001601113,-1.4358772689493,1.00253683235627,-4.5643088198857,1.00829556403582,0.0393081216032688,0.0230393469782606,1.58612179973374,3.81583116688897,2.55818251554354,3.81583116688897,0,0.445977919663894,0.4720260387574
"208",2,1,1.46384205856256,0.236207819202635,196,5,"TTFTFT","parity",0.251082110736103,0.00317420499034009,0.464318739117278,0.0330929071767047,0.19322161776773,0.00294486636965214,1.08898784122917,0.015240874202762,0.0871722094741339,0.0680553971071,-0.0426769191427778,0.510429764253698,-0.0384898678643164,0.434433277881779,6.95572004946337,0.987893669412206,6.80603694116917,0.988142024774554,3.67760539023277,0.99341121894791,0.11533567242531,-0.103846008532838,0.0996193428352635,1.78711307070734,1.59031069025605,1.85680331500321,0,0.372707418853488,-2.41815177317531
"209",2,1,1.46384205856256,0.236207819202635,196,5,"FTTTFT","case",0.010478934476142,0.785565586990643,0.00403875252268016,0.0358722456892596,0.19322161776773,0.00016552785709717,1.0046143711919,0.0008566735907167,0.0448665041125956,0.0248637083872049,-0.00037121378123945,0.991726260189386,0.00470182085557869,1.18910376450515,-1.92383916345136,1.00340097557187,-2.07352227174556,1.00366941016105,-5.20195382268196,1.009470458277,0.0121135991728569,-0.000623935280384227,0.948492989450874,1.21558056417985,1.23426677045342,1.43651524543621,0,0.522557940676139,-2.70832741709734
"210",2,1,1.46384205856256,0.236207819202635,196,5,"FTFTTT","stratum",-0.230071639531444,0.0191419710497117,0.295235924337126,0.0338340842598542,0.19322161776773,0.00220368928650264,1.06513222789119,0.0114049831067644,0.071631304042395,0.052189027687262,-0.0271360137110389,0.621171021890396,-0.0226234984444784,0.566508527806885,3.64690447483588,0.993615849296558,3.49722136654168,0.993871555586949,0.368789815605282,0.999335337690238,0.0109847117060206,0.000504952186452096,1.04596863349407,3.05447562908975,2.28224529859863,3.33721604235408,0,0.481994788816973,0.521654906885656
"211",2,1,1.46384205856256,0.236207819202635,196,6,"TTTTFT","case",0.0455783701666988,0.245628161675973,0.0703957708163312,0.0322306205814254,0.19322161776773,0.000862286595279274,1.02675364543791,0.00446268179120526,0.0936424945736189,0.0697909812729245,-0.00647028509948495,0.930904391975609,-0.00173558416582453,0.975131684149312,-0.605770143518271,1.00105544700595,-0.778201221212612,1.00135767986612,-3.88388480274875,1.00700710822083,0.211654650863105,-0.0963189784377948,0.544923874599418,1.3193734913856,1.70821732642571,2.10955524514263,0,0.361476472211328,-2.70832741145277
"212",2,1,1.46384205856256,0.236207819202635,196,6,"TTFTTT","stratum",-0.124504495586873,0.251999042382824,0.0685320371940286,0.0326497568857218,0.19322161776773,0.000443150290982845,1.01357285117111,0.00229348194111256,0.0934711932618218,0.0696151720318697,-0.00629898378768794,0.932610427150065,-0.00155977492476977,0.977594324925956,-0.642810587794202,1.00112005569315,-0.815241665488543,1.00142239397208,-3.92092524702468,1.00707440747193,0.0817390129441476,0.0335966594811628,1.4110235525369,3.85350667294659,2.6706739134382,3.85350667294659,0,0.392058517902221,0.459759122328584
"213",2,1,1.46384205856256,0.236207819202635,196,5,"TFTTFT","parity",0.099426664187334,0.143609776096484,0.117160481177955,0.0354978433863647,0.19322161776773,0.001294546270308,1.03646830755936,0.00669980039119722,0.0462479402776439,0.0262740751525683,-0.0107685690038405,0.767155705979711,-0.00586533870261174,0.776763266887497,0.200585671710428,0.999645581066998,0.0509025634162299,0.999909965442018,-3.07752898752017,1.00559992762812,0.0631506631142646,-0.0457109457311083,0.276160479132277,1.11060926424884,1.19234487688221,1.37923315180528,0,0.425405620627437,-2.65800044876316
"214",2,1,1.46384205856256,0.236207819202635,196,5,"FTTTFT","induced",-0.065727652396401,0.172265133241406,0.102130654489196,0.0358722456892596,0.19322161776773,0.000920143967413044,1.02565058166092,0.00476211708629382,0.0448665041125956,0.0248637083872049,-0.00938713283879212,0.790776370380129,-0.00445497193724831,0.820824316796569,-0.0830997853058761,1.00014690434898,-0.232782893600074,1.00041194441301,-3.36121444453647,1.00611928560731,0.0121135991728569,0.00532611821029945,1.43968090195966,1.16001211191776,1.23426677045342,1.43651524543621,0,0.522557940676139,-2.388896277306
"215",2,1,1.46384205856256,0.236207819202635,196,5,"FFTTTT","stratum",-0.139366186512809,0.122550055723838,0.130528510965183,0.0357313087625856,0.19322161776773,0.0010610808940871,1.02969611052137,0.00549152266886935,0.0474766357367423,0.0275285024537422,-0.0119972644629388,0.747301714269233,-0.00711976600378561,0.741367478461664,0.453250465373685,0.999199499840577,0.303567357079487,0.999463301219959,-2.82486419385691,1.00513781205483,0.0213177292109741,-0.0038780118278178,0.818085135173711,2.5350652401088,1.94567857011875,2.70078313460012,0,0.471102755041858,0.533697259844775
"216",2,1,1.46384205856256,0.236207819202635,196,6,"TTTTFT","induced",-0.195179065190165,0.00188432211654409,0.515645930722171,0.0322306205814254,0.19322161776773,0.00326722280493929,1.10137014882122,0.0169091990983472,0.0936424945736189,0.0697909812729245,-0.0473945542959749,0.493877704649199,-0.0435169061203562,0.37646805752481,7.99010361238015,0.986078661972507,7.81767253468581,0.98636098696462,4.71198895314967,0.99149886821908,0.211654650863105,-0.148503987748841,0.298366527060676,2.02598987048835,1.70821732642571,2.10955524514263,0,0.361476472211328,-1.90708177030207
"217",2,1,1.46384205856256,0.236207819202635,196,6,"TFTTTT","stratum",-0.09453189929258,0.394148599914166,0.0396839834924787,0.0353431966802195,0.19322161776773,0.000154646706145151,1.00437557212338,0.000800359234809062,0.0498954134724401,0.024892661195399,-0.00364747319479621,0.92689762563425,0.00138141395716929,1.05549482822771,-1.24899217358939,1.00221175090764,-1.42142325128373,1.00252049743203,-4.52710683281987,1.00830602757809,0.0377567983662524,0.0253938647480122,1.67256403738696,3.83637628735159,2.35250170446339,3.83637628735159,0,0.444835295005755,0.47109676231395
"218",2,1,1.46384205856256,0.236207819202635,196,6,"TTTTFT","parity",0.279649658087849,0.00162321822207657,0.530675757410929,0.0322306205814254,0.19322161776773,0.00364162510783424,1.11298650296336,0.0188468824032506,0.0936424945736189,0.0697909812729245,-0.0487759904610233,0.479125468804367,-0.0449272728857196,0.35625961884635,8.27378906939646,0.985584390392037,8.10135799170212,0.985866058374426,4.99567441016598,0.990987057287772,0.211654650863105,-0.199541051690248,0.0572328513616824,1.93970657402771,1.70821732642571,2.10955524514263,0,0.361476472211328,-2.39882211617623
"219",2,1,1.46384205856256,0.236207819202635,196,6,"FTTTTT","stratum",-0.247851571311138,0.0139546257805014,0.326198323166427,0.0335047990412379,0.19322161776773,0.00236744664802176,1.07065992680953,0.0122524936669749,0.0748483641786978,0.0505022684991898,-0.0299818600661023,0.599431993002257,-0.025638560111985,0.492328545352448,4.25111860809113,0.992540900755156,4.07868753039679,0.992833871769703,0.973003948860651,0.998231722291084,0.0131402769404182,-0.00102667776756134,0.921867874458309,3.20834690003736,2.24510775172377,3.55844886611456,0,0.483308542258288,0.51796486808413
"220",2,1,1.46384205856256,0.236207819202635,196,7,"TTTTTT","stratum",-0.139575072906106,0.201059012909876,0.0851443900982272,0.0319255965553397,0.19322161776773,0.000305024026085704,1.00955421539444,0.00157862266970754,0.101468369227291,0.0729435555519672,-0.00782587465367254,0.92287375156151,-0.0031525742790427,0.956780633255576,-0.300304418839346,1.00052350108308,-0.495846465445197,1.00086582186766,-3.57841907806983,1.0064979532358,0.199787438306809,0.0118672125562957,1.0593991927464,3.89797795670466,2.61186548458811,3.89797795670466,0,0.38168956998781,0.457921586365338
"221",2,1,1.46384205856256,0.236207819202635,196,4,"TFFFTT","parity",0.0393778842914167,0.629952604107607,0.0126238176225026,0.0354615734477276,0.19322161776773,0.00015153180741679,1.00427312701283,0.000784238374398366,0.0433508014975311,0.0284031577709301,-0.00116029270102904,0.97323480394947,0.00386186407009537,1.13596601128794,-1.76242120191,1.00310634365991,-1.88971177782628,1.00333328260387,-5.04053586114048,1.00909434455626,0.0310308787819992,-0.0121827101262604,0.607400415184905,1.61677932234868,2.97700345229632,3.80570526240514,0,0.466736035071798,-2.92020477076664
"222",2,1,1.46384205856256,0.236207819202635,196,4,"FTFFTT","induced",-0.0757216085481654,0.110792689828848,0.137459900909958,0.0338965381149062,0.19322161776773,0.00171656714023816,1.05064137034936,0.00888392903480206,0.0548248579672057,0.0400564963729433,-0.0126343491707036,0.7695507177007,-0.00779147453191786,0.805487867451615,0.602615680874692,0.998942272890659,0.475325104958415,0.999165052180126,-2.67549897835579,1.00480673578183,0.0296277415742479,-0.0107795729185092,0.636166229832427,1.14389466072313,2.17470139879923,2.69525925700922,0,0.489360708681846,-2.35426899289254
"223",2,1,1.46384205856256,0.236207819202635,196,4,"FFTFTT","case",-0.00550072328241851,0.87480638311955,0.0013507526232992,0.0356980455378089,0.19322161776773,-8.49402826645154e-05,0.99762059010837,-0.000439600307904575,0.0423146604958197,0.027350827066067,-0.000124151699317648,0.997065988528257,0.00491419477495847,1.17967262061539,-1.97459274469429,1.00348160717567,-2.10188332061057,1.00370892230384,-5.25270740392477,1.00948078260932,0.0215397680183763,-0.00269159936263751,0.875040466529573,1.00152205311881,1.92719731926849,2.39105030856201,0,0.48012206000022,-2.7083274117573
"224",2,1,1.46384205856256,0.236207819202635,196,4,"FFFTTT","spontaneous",-0.0476676320541093,0.321891795665312,0.0532594309438448,0.0358334264142635,0.19322161776773,-0.00022032115911913,0.993851518507551,-0.00114025108403748,0.0470857418260842,0.0321964565421167,-0.00489523302958211,0.896035767097753,6.85652989087515e-05,1.00212959146045,-0.995702258534607,1.00175259991226,-1.12299283445088,1.0019781836031,-4.27381691776509,1.00770034608789,0.022235862852307,-0.00338769419656822,0.847647279574008,1.10417528769848,2.07449235706985,2.62916994939818,0,0.47100484018413,-2.06929026799554
"225",2,1,1.46384205856256,0.236207819202635,196,5,"TTFFTT","induced",-0.0978993107494441,0.0558906310840334,0.197807286450184,0.0334852740812564,0.19322161776773,0.00197629936647112,1.05901995491138,0.0102281483267924,0.0615318587293275,0.0418780756660674,-0.0181810572317964,0.70452611692143,-0.0134749178951373,0.678234549204569,1.76081889370244,0.996906082510996,1.61113578540824,0.997166154042647,-1.51729576552816,1.00274508301238,0.123137946754145,-0.0921070679721455,0.252000943656751,1.32873807645355,2.64064540059435,3.81760225440924,0,0.449462385007668,-2.17961410552733
"226",2,1,1.46384205856256,0.236207819202635,196,5,"TFTFTT","case",-0.00590665414716627,0.865957230752007,0.0015565761554992,0.0355534977041421,0.19322161776773,-9.19242564145634e-05,0.997414480646053,-0.000475745195990751,0.0434938710511187,0.0234623290836028,-0.000143069553587553,0.996710581281225,0.00494082868732726,1.21058560169886,-1.9706854617051,1.00348552512032,-2.1203685699993,1.003754181728,-5.2488001209357,1.00956064388855,0.0363117025050588,-0.00528082372305964,0.854569646732374,1.00209628378112,2.48646951393421,3.81344127632226,0,0.466296731162209,-2.70832741139354
"227",2,1,1.46384205856256,0.236207819202635,196,5,"TFFTTT","spontaneous",-0.0538454131550507,0.272397187969112,0.0656087820618705,0.0354920554088353,0.19322161776773,-3.04819611077478e-05,0.999141161007537,-0.000157756473938592,0.0493811001937104,0.0294728509831074,-0.00603029869617926,0.877882455584752,-0.00106969321217731,0.963705811399433,-0.760591147101877,1.00134237437446,-0.910274255396075,1.00160822462623,-4.03870580633247,1.00734028830221,0.0393081216032688,-0.00827724282126961,0.789426650685305,1.14372822747794,2.55818251554354,3.81583116688897,0,0.445977919663894,-2.00193123099754
"228",2,1,1.46384205856256,0.236207819202635,196,5,"TTFFTT","parity",0.102037415525501,0.244123874037015,0.0729712031627283,0.0334852740812564,0.19322161776773,0.000411264033649744,1.01228193720773,0.00212845766638867,0.0615318587293275,0.0418780756660674,-0.00670700076212184,0.890999542340737,-0.0018215792931241,0.956502793785244,-0.604217989082258,1.00106166546161,-0.753901097376456,1.00132604563588,-3.88233264831285,1.00702389451248,0.123137946754145,-0.0935102051798968,0.240606103603483,1.87803678134961,2.64064540059435,3.81760225440924,0,0.449462385007668,-2.82157853714608
"229",2,1,1.46384205856256,0.236207819202635,196,5,"FTTFTT","case",-0.00491121691939715,0.887688862554082,0.00107662719927148,0.0339822931673518,0.19322161776773,-8.57550524456102e-05,0.99747647835232,-0.000443817070969243,0.0549238139818122,0.0351316425468763,-9.89560146065632e-05,0.998198304024565,0.004924853826067,1.14018285138521,-1.97947851844594,1.00348654724668,-2.12916162674014,1.00375408878957,-5.25759317767654,1.00953573416043,0.0313941746418054,-0.00176643306755747,0.943733731250726,1.00163531001408,1.88302886244817,2.69725152990814,0,0.489050218915275,-2.70832741173811
"230",2,1,1.46384205856256,0.236207819202635,196,5,"FTFTTT","spontaneous",-0.0974608722316427,0.0644953106150784,0.182851714871154,0.0338340842598542,0.19322161776773,6.24538550520262e-05,1.00184588578111,0.000323223952752028,0.071631304042395,0.052189027687262,-0.0168064460751893,0.765375678973505,-0.0121325313143187,0.767527163237802,1.51649288791054,0.997345277562403,1.36680977961635,0.997604836274383,-1.76162177132005,1.00317493473493,0.0109847117060206,0.0186430298682274,2.6971797136933,1.34446325775592,2.28224529859863,3.33721604235408,0,0.481994788816973,-1.96807330456228
"231",2,1,1.46384205856256,0.236207819202635,196,6,"TTTFTT","case",-0.00578426803406819,0.867800589998321,0.00149273473829403,0.0335928258272721,0.19322161776773,-0.00010755174601567,0.996798371575863,-0.00055662377356222,0.0616690604279901,0.0369761409655688,-0.000137201698662638,0.997775193951222,0.0049019347004986,1.13257020804478,-1.97134319463362,1.00347586746498,-2.14377427232796,1.00378498221841,-5.2494578538641,1.0095883531562,0.132252641843343,-0.00911469508919879,0.931081187020858,1.00209967034232,2.31549537971303,3.82537360688585,0,0.449045677863094,-2.70832741192484
"232",2,1,1.46384205856256,0.236207819202635,196,6,"TTFTTT","spontaneous",-0.147210563970375,0.010419566542332,0.347495363682606,0.0326497568857218,0.19322161776773,0.000835517195534624,1.02559030373362,0.00432413932347356,0.0934711932618218,0.0696151720318697,-0.0319393345324943,0.658297562939748,-0.0277370963658023,0.601565354846723,4.78671586382609,0.991659458545686,4.61428478613175,0.991949220527962,1.50860120459561,0.997278076229059,0.0817390129441476,0.0413989338099971,1.50647704589099,1.61404755630297,2.6706739134382,3.85350667294659,0,0.392058517902221,-1.72883320407264
"233",2,1,1.46384205856256,0.236207819202635,196,5,"TFTFTT","parity",0.03970898121118,0.62805280661849,0.0128296411547026,0.0355534977041421,0.19322161776773,0.000144547833666742,1.00406564312939,0.00074809348631219,0.0434938710511187,0.0234623290836028,-0.00117921055529895,0.972887891401687,0.00388849798246416,1.16573367326868,-1.75851391892081,1.0031102601394,-1.90819702721501,1.00337852508962,-5.03662857815141,1.00917417526389,0.0363117025050588,-0.0147719344866825,0.593190804407351,1.61770631567667,2.48646951393421,3.81344127632226,0,0.466296731162209,-2.9201209434922
"234",2,1,1.46384205856256,0.236207819202635,196,5,"FTTFTT","induced",-0.0756503451448301,0.112065405409687,0.13718577548593,0.0339822931673518,0.19322161776773,0.00171575237045707,1.05048959945132,0.00887971227173739,0.0549238139818122,0.0351316425468763,-0.0126091534859925,0.770424656048687,-0.00778081548080933,0.778524005234672,0.597729907123039,0.998947190614841,0.448046798828841,0.999210014193586,-2.68038475210756,1.00486143289905,0.0313941746418054,-0.00985440662342913,0.686107160456873,1.14402401779258,1.88302886244817,2.69725152990814,0,0.489050218915275,-2.35419596452301
"235",2,1,1.46384205856256,0.236207819202635,196,5,"FFTTTT","spontaneous",-0.0538331654023109,0.310255639478346,0.0561615478193538,0.0357313087625856,0.19322161776773,-3.32632247767098e-05,0.999069073428076,-0.000172150638013485,0.0474766357367423,0.0275285024537422,-0.00516197524092257,0.891273356655984,-0.000177675387675214,0.993545766320788,-0.940692074128151,1.00166138639193,-1.09037518242235,1.00192775348385,-4.21880673335875,1.00767308960862,0.0213177292109741,0.000222038807402142,1.0104156875812,1.33551310519165,1.94567857011875,2.70078313460012,0,0.471102755041858,-1.96481360012142
"236",2,1,1.46384205856256,0.236207819202635,196,6,"TTTFTT","induced",-0.0978836765895292,0.0565599553667789,0.197743445032978,0.0335928258272721,0.19322161776773,0.00196067187687001,1.05836579176016,0.0101472697492209,0.0616690604279901,0.0369761409655688,-0.0181751893768715,0.705278639714411,-0.013513811881966,0.634526169333092,1.76016116077392,0.996896488176936,1.58773008307958,0.997196752377498,-1.51795349845656,1.0027726052143,0.132252641843343,-0.0959409393382847,0.274563154270074,1.32874256689313,2.31549537971303,3.82537360688585,0,0.449045677863094,-2.17955852743358
"237",2,1,1.46384205856256,0.236207819202635,196,6,"TFTTTT","spontaneous",-0.0611056132068577,0.259293925984127,0.0696478603699013,0.0353431966802195,0.19322161776773,0.000210301023922596,1.00595025474989,0.00108839283281126,0.0498954134724401,0.024892661195399,-0.00640154242132145,0.871700784184154,-0.00143033211179622,0.942540008054238,-0.683835122459982,1.00121095470793,-0.856266200154323,1.00151834913118,-3.96194978169046,1.00726911587577,0.0377567983662524,-0.00144509586119358,0.961726207630856,1.38752821268509,2.35250170446339,3.83637628735159,0,0.444835295005755,-1.88360481858036
"238",2,1,1.46384205856256,0.236207819202635,196,6,"TTTFTT","parity",0.102351645606964,0.243994548527054,0.0733873107017509,0.0335928258272721,0.19322161776773,0.000389467340079684,1.01159376534985,0.00201565096379569,0.0616690604279901,0.0369761409655688,-0.00674524644617791,0.890621871010112,-0.0018444984186925,0.95011652458784,-0.596082665269932,1.00105101148714,-0.768513742964274,1.00135686433468,-3.87419732450041,1.00707638258621,0.132252641843343,-0.100858467201538,0.237380321513672,1.8789074433236,2.31549537971303,3.82537360688585,0,0.449045677863094,-2.82152552241949
"239",2,1,1.46384205856256,0.236207819202635,196,6,"FTTTTT","spontaneous",-0.119810809389686,0.0444897284453203,0.216776239023863,0.0335047990412379,0.19322161776773,0.000477494126113927,1.01425151440324,0.00247122517464851,0.0748483641786978,0.0505022684991898,-0.0199245501968856,0.733801126911519,-0.0153706259523135,0.695644841131045,2.17634637616038,0.996181338347032,2.00391529846604,0.996479182608513,-1.1017682830701,1.00200228611366,0.0131402769404182,0.0182538977013872,2.38915623956448,1.7138298990448,2.24510775172377,3.55844886611456,0,0.483308542258288,-1.81088218488212
"240",2,1,1.46384205856256,0.236207819202635,196,7,"TTTTTT","spontaneous",-0.189641708326878,0.00425925193859278,0.433010752664842,0.0319255965553397,0.19322161776773,0.00166722927193243,1.05222233730363,0.00862858561683602,0.101468369227291,0.0729435555519672,-0.0397993087993013,0.607766350219447,-0.0359674145863984,0.506914431107295,6.49479508389629,0.988678047849034,6.29925303729044,0.989000564873043,3.21668042466581,0.994158918081424,0.199787438306809,-0.067534796463466,0.661966753086077,2.14959391919652,2.61186548458811,3.89797795670466,0,0.38168956998781,-1.47934042619938
"241",2,1,1.46384205856256,0.236207819202635,196,5,"TFFTTT","parity",0.0563684712793514,0.497891664313503,0.0249731687405284,0.0354920554088353,0.19322161776773,0.000341371005428172,1.00961823713775,0.00176673298449725,0.0493811001937104,0.0294728509831074,-0.00229535836762619,0.953517472097178,0.0027236055590093,1.09241065822137,-1.52731009047727,1.00269556375343,-1.67699319877147,1.00296282328573,-4.80542474970787,1.008733788686,0.0393081216032688,-0.0170722587509618,0.56568113523028,1.67469437975486,2.55818251554354,3.81583116688897,0,0.445977919663894,-2.89577519168674
