"NULL_PREDICTORxdataset","NULL_PREDICTORxk_fold","NULL_PREDICTORxresponse_mean","NULL_PREDICTORxresponse_sd","num_training_samples","superset_num_coefficients","NULL_PREDICTORxsuperset_predictor_matrix","NULL_PREDICTORxadded_predictor","added_predictor_coefficient","added_predictor_pvalue","superset_anova_pvalue","NULL_PREDICTORxsuperset_mse","NULL_PREDICTORxsuperset_test_sd","NULL_PREDICTORxmse_diff","NULL_PREDICTORxmse_ratio","RESPONSE_VARIABLExstd_mse_diff","NULL_PREDICTORxstd_mse_ratio","superset_r_sq","superset_r_sq_adj","r_sq_diff","r_sq_ratio","r_sq_adj_diff","r_sq_adj_ratio","aic_diff","aic_ratio","aic_corrected_diff","aic_corrected_ratio","bic_diff","bic_ratio","superset_normality_pvalue","normality_pvalue_diff","normality_pvalue_ratio","added_predictor_vif","mean_vif","max_vif","null_ptransform_pvalue","response_est_ptransform","NULL_PREDICTORxadded_predictor_est_ptransform"
"1587",5,2,1.4584763539283,0.172682908299891,152,5,"FFTTTT","PetrolPrice",-0.0858436427448493,0.117585930875823,0.0466949056981032,0.0322948449190557,0.225684768280325,0.00191142021880591,1.05918654273141,0.00846942500094519,0.384852517891936,0.368113810895798,-0.0103703603282702,0.973053676808262,-0.00631106905719325,0.982855658031859,0.541106696726956,0.999096308583313,0.3454119804843,0.999422394391412,-2.48277382411936,1.00425384278063,0.0842880841639794,0.0761012551956287,1.90287086188335,1.28666648962443,1.48450728035273,1.83872104214138,0,-0.592668233486725,1.10085506508717
"1588",5,2,1.4584763539283,0.172682908299891,152,6,"TTTTFT","front",-0.0935462839156803,0.297037509977599,0.00735631304382833,0.00846250016954751,0.225684768280325,-3.51755718306524e-05,0.99584335939428,-0.000155861523569729,0.782219540632696,0.774761305722857,-0.00163374603313848,0.997911397058916,-0.000145965692018857,0.999811599145517,-0.863981777569848,1.00114494318588,-1.0899619381745,1.00144631409314,-3.88786229841617,1.00527909779222,0.0647486759519177,-0.0186114226603757,0.712559023227031,7.08880573366253,3.86806345166214,7.08880573366253,0,-0.136997578671189,1.34069186836545
"1589",5,2,1.4584763539283,0.172682908299891,152,6,"TFTTTT","PetrolPrice",0.0264555690734769,0.42863217475065,0.00424501530028998,0.00863714255454418,0.225684768280325,-0.000209817956827315,0.975707480164615,-0.000929694805839522,0.78152855993134,0.774046661298852,-0.000942765331782613,0.99879369049307,0.000568678731986294,1.00073468275289,-1.34548869855996,1.00178417157335,-1.57146885916461,1.00208657806538,-4.36936921940628,1.00593678903297,0.0325059092305663,0.0136313440609757,1.41934972390059,1.34423182044898,1.80963169756651,2.32511181601142,0,-0.0628223102404535,1.0758502730359
"1590",5,2,1.4584763539283,0.172682908299891,152,6,"TTTTFT","drivers",0.94337817293945,3.28829497946004e-28,1.27603247014945,0.00846250016954751,0.225684768280325,0.0130110136047196,2.53749049855739,0.0576512704151948,0.782219540632696,0.774761305722857,-0.283391010393668,0.637709114036644,-0.28957009438889,0.626246055075351,124.686043014675,0.834766844590811,124.46006285407,0.834848964321707,121.662162493829,0.834802160128118,0.0647486759519177,-0.0332083184156104,0.487119729826276,3.15195434594104,3.86806345166214,7.08880573366253,0,-0.136997578671189,-0.555345652576176
"1591",5,2,1.4584763539283,0.172682908299891,152,6,"FTTTTT","PetrolPrice",0.036872744548105,0.492905959401846,0.00728040420954468,0.021561647767511,0.225684768280325,-8.81339932438455e-05,0.995912464845259,-0.000390518128074877,0.500445417860058,0.483337384225128,-0.00161688762103013,0.996769102956434,0.00185382710883886,1.00383547221743,-1.50882235594645,1.0024010088896,-1.7348025165511,1.00276498370631,-4.53270287679277,1.00742739078695,0.0496305575878802,-0.0180902000515729,0.635502784357382,1.522560831065,3.17317708474936,5.32919555156129,0,-0.559862597628649,1.35286707722325
"1592",5,2,1.4584763539283,0.172682908299891,152,7,"TTTTTT","PetrolPrice",0.0164048055939733,0.645098040224339,0.00143853486767276,0.00859063629276509,0.225684768280325,-0.000128136123217574,0.985084210429734,-0.000567765933846338,0.782539021413298,0.773540636092469,-0.000319480780601622,0.99959173821131,0.00122066963038836,1.00157802909561,-1.77685448517354,1.00236023390985,-2.03375103689768,1.00270596810188,-4.80073500601975,1.0065614049327,0.0538169592619822,0.0109317166899354,1.20312772850505,1.5252498790197,3.66427049167305,8.04340436164619,0,-0.142699009882831,1.35300945757698
"1593",5,2,1.4584763539283,0.172682908299891,152,4,"TFFFTT","drivers",0.905887948670793,1.31066830785841e-41,2.47635517892445,0.00872948781776949,0.225684768280325,0.0260093862449214,3.97948594326203,0.11524652923238,0.775259490421166,0.770703939551325,-0.549967820306954,0.29060162809722,-0.555811038965781,0.278826783616347,186.10610494166,0.753117600502314,185.940081775637,0.753150720175128,183.082224420814,0.753168439805504,0.198116573601896,-0.162337140086453,0.180597881666071,1.49763515520368,1.35580004407119,1.49763515520368,0,0.00393423998178394,-0.151747418172983
"1594",5,2,1.4584763539283,0.172682908299891,152,4,"FTFFTT","front",0.559820576757103,5.79571658981492e-15,1.18092517054546,0.0220173850178305,0.225684768280325,0.0127214890448604,1.57779291385231,0.0563683989034604,0.487560526988205,0.477173240373101,-0.262268856873993,0.462079388390812,-0.262280339787557,0.450345665690556,60.8222091224222,0.903232713816164,60.6561859563991,0.903409040145926,57.798328601576,0.906239353768735,0.0328079110840626,0.00297152243138009,1.09057335054848,1.58145024267153,1.40786690589682,1.58145024267153,0,-0.695861586062493,0.716292440534102
"1595",5,2,1.4584763539283,0.172682908299891,152,4,"FFTFTT","rear",0.248164676880318,3.67565738850652e-05,0.38039693728647,0.0325298282667411,0.225684768280325,0.00220904579594979,1.06790831411208,0.00978819178973531,0.309773119395549,0.295782033977891,-0.0844814492813368,0.727279599191231,-0.0808891333923473,0.726524521099231,15.5508706030516,0.97333845561132,15.3848474370285,0.973597231051405,12.5269900822054,0.978068002912765,0.00375647824295604,0.0320229552724867,9.5247280035588,1.0366208494657,1.08401912398074,1.12056807172688,0,-0.594360251021752,-0.191414785080015
"1596",5,2,1.4584763539283,0.172682908299891,152,4,"FFFTTT","kms",-0.0991418394877782,0.169529424135837,0.0443442630438446,0.0353673513774329,0.225684768280325,-0.000628477314741992,0.982230014681195,-0.00278475733887967,0.235139981817194,0.219636062529705,-0.00984831170298195,0.958117238817181,-0.00474316194416091,0.978404448297194,-0.0553460987035805,1.00009749808077,-0.221369264726718,1.00039035861753,-3.0792266195499,1.00554248429794,0.114900359085931,-0.0791209255704883,0.311395315037129,1.40856327996134,1.30697287970812,1.40856327996134,0,-0.583305613193195,0.983203242270644
"1597",5,2,1.4584763539283,0.172682908299891,152,5,"TTFFTT","front",0.021665124832726,0.709187306145732,0.000960299414632715,0.00882289237022004,0.225684768280325,-9.34045524505437e-05,0.9894133863895,-0.000413871760873666,0.775472761029681,0.769363176295794,-0.000213270608514726,0.99972497988423,0.00134076325553034,1.00174269226399,-1.85568901825718,1.00246777254027,-2.05138373449984,1.00273080135784,-4.8795695391035,1.00662220354014,0.154875513388236,0.0432410602136604,1.27919881760305,2.91270112974207,2.09618215260495,2.91270112974207,0,-0.148887644259214,0.577641298329501
"1598",5,2,1.4584763539283,0.172682908299891,152,5,"TFTFTT","rear",0.0588312710076914,0.0925841152376113,0.0193526101329571,0.00891930676555402,0.225684768280325,-0.000189818947784524,0.978718194947886,-0.000841080012758094,0.779557465486558,0.773559029173267,-0.00429797506539253,0.994486647545977,-0.00285508962194281,0.996309150931902,0.93502871223302,0.998761157485402,0.739333995990364,0.999019441602767,-2.0888518086133,1.00282414454001,0.0518420787210249,0.146274494880871,3.82153992450825,1.14512773999056,1.34462215914068,1.65439809694426,0,-0.022025768549469,-0.17937298415153
"1599",5,2,1.4584763539283,0.172682908299891,152,5,"TFFTTT","kms",0.0768700203755397,0.0544775072753918,0.0252238717302182,0.00847645368916135,0.225684768280325,0.000253034128608148,1.02985141403317,0.00112118389972093,0.780861399982942,0.774898444880437,-0.00560190956177598,0.992825987349486,-0.00419450532911214,0.994587025749214,1.83678999905499,0.997569295921939,1.64109528281233,0.997826060336554,-1.18709052179133,1.00160300162549,0.048088300441318,0.150028273160578,4.11984977185162,1.48868256554013,1.46049654123754,1.58282086208644,0,-0.0213486602939774,0.94760658112831
"1600",5,2,1.4584763539283,0.172682908299891,152,5,"TTFFTT","drivers",0.889520780839636,3.98138667777409e-28,1.29639030779362,0.00882289237022004,0.225684768280325,0.0131944926476105,2.49548380439797,0.0584642585680459,0.775472761029681,0.769363176295794,-0.287912234041476,0.628726825092885,-0.292189935922693,0.620218454788176,123.428206800981,0.835860030187184,123.232512084738,0.835952920132896,120.404326280134,0.836595841221189,0.154875513388236,-0.122067602304173,0.21183407477605,2.7583312397703,2.09618215260495,2.91270112974207,0,-0.148887644259214,-0.492949595074214
"1601",5,2,1.4584763539283,0.172682908299891,152,5,"FTTFTT","rear",-0.139709855002847,0.0536793837313037,0.0578922056686921,0.0214832896566324,0.225684768280325,0.000534095361198063,1.02486096727896,0.00236655475364052,0.500417668982756,0.486823591948273,-0.0128571419945506,0.974307178200389,-0.00965035157517169,0.980176902404111,1.86234906698053,0.997045781879796,1.66665435073787,0.997352988567584,-1.16153145386579,1.00188779735881,0.0438364182576699,-0.0110285071736073,0.748416781937295,2.15879303517874,2.07759615931174,3.29341607504875,0,-0.602997126194096,0.280229876899081
"1602",5,2,1.4584763539283,0.172682908299891,152,5,"FTFTTT","kms",-0.0858279729727799,0.145008307360952,0.0332111880261476,0.0226169416983721,0.225684768280325,-0.000599556680541645,0.973490815489665,-0.00265661118873974,0.49493632059164,0.481193091219984,-0.0073757936034351,0.985097489724298,-0.00401985084688294,0.991646075306918,0.203708681908324,0.99967600733429,0.00801396566566837,0.999987238453172,-2.82017183893799,1.00459591822877,0.137024795188894,-0.104216884104832,0.239430469783484,1.40952622072856,1.48625629965067,1.58253137472407,0,-0.691932226944121,1.00630276062791
